universityName,province,majorCode,majorName,degreeType,studyMode,examSubjects,department,researchDirection,reexaminationLine,plannedEnrollment,remarks,admissionYear,sourceName,sourceUrl,sourceYear
青海大学,青海,085404,计算机技术,专硕,FULL_TIME,①(101)思想政治理论 ②(204)英语（二） ③(302)数学（二） ④(408)计算机学科专业基础,计算机技术与应用学院,（00）不区分研究方向,254,43,同等学力考生复试时需加试【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/996/major/20471,2026
青海大学,青海,085404,计算机技术,专硕,FULL_TIME,①(101)思想政治理论 ②(204)英语（二） ③(302)数学（二） ④(408)计算机学科专业基础,计算机技术与应用学院,（00）不区分研究方向,254,26,同等学力考生复试需加试【招生人数为专业招生总数，非方向人数】,2025,kaoyan.cn,https://www.kaoyan.cn/school/996/major/20471,2025
青海大学,青海,085410,人工智能,专硕,FULL_TIME,①(101)思想政治理论 ②(204)英语（二） ③(302)数学（二） ④(408)计算机学科专业基础,计算机技术与应用学院,（00）不区分研究方向,254,32,同等学力考生复试时需加试【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/996/major/20477,2026
青海大学,青海,085410,人工智能,专硕,FULL_TIME,①(101)思想政治理论 ②(204)英语（二） ③(302)数学（二） ④(408)计算机学科专业基础,计算机技术与应用学院,（00）不区分研究方向,254,10,同等学力考生复试需加试【招生人数为专业招生总数，非方向人数】,2025,kaoyan.cn,https://www.kaoyan.cn/school/996/major/20477,2025
青海师范大学,青海,083500,软件工程,学硕,FULL_TIME,①(101)思想政治理论 ②(201)英语（一） ③(302)数学（二） ④(830)计算机综合专业基础,计算机学院,（00）不区分研究方向,254,21,【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/47/major/20460,2026
青海师范大学,青海,083500,软件工程,学硕,FULL_TIME,①(101)思想政治理论 ②(201)英语（一） ③(302)数学（二） ④(830)计算机综合专业基础,计算机学院,（00）不区分研究方向,254,21,【招生人数为专业招生总数，非方向人数】,2025,kaoyan.cn,https://www.kaoyan.cn/school/47/major/20460,2025
青海师范大学,青海,083500,软件工程,学硕,FULL_TIME,①(101)思想政治理论 ②(201)英语（一） ③(302)数学（二） ④(830)计算机综合专业基础,计算机学院,（00）不区分研究方向,254,21,【招生人数为专业招生总数，非方向人数】,2024,kaoyan.cn,https://www.kaoyan.cn/school/47/major/20460,2024
青海师范大学,青海,083500,软件工程,学硕,FULL_TIME,①101思想政治理论 ②201英语一 ③302数学二 ④830计算机综合专业基础（C语言程序设计60%；数据结构30%；计算机网络10%）,计算机学院,,254,,,2023,kaoyan.cn,https://www.kaoyan.cn/school/47/major/20460,2023
青海师范大学,青海,083500,软件工程,学硕,FULL_TIME,（1）101思想政治理论  （2）201英语（一）  （3）302数学（二）  （4）830计算机综合专业基础（C语言程序设计60%，数据结构30%，计算机网络10%）  复试科目： 数据结构和操作系统  同等学力加试科目:计算机网络 ;离散数学,计算机学院,,254,,授予工学硕士学位,2022,kaoyan.cn,https://www.kaoyan.cn/school/47/major/20460,2022
青海师范大学,青海,085400,电子信息,专硕,FULL_TIME,①(101)思想政治理论 ②(204)英语（二） ③(302)数学（二） ④(891)程序设计与数据库系统概论,计算机学院,（05）软件工程,254,31,【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/47/major/20467,2026
青海师范大学,青海,085400,电子信息,专硕,FULL_TIME,①(101)思想政治理论 ②(204)英语（二） ③(302)数学（二） ④(891)程序设计与数据库系统概论,计算机学院,（05）软件工程,254,26,【招生人数为专业招生总数，非方向人数】,2025,kaoyan.cn,https://www.kaoyan.cn/school/47/major/20467,2025
青海师范大学,青海,085400,电子信息,专硕,FULL_TIME,①(101)思想政治理论 ②(204)英语（二） ③(302)数学（二） ④(924)程序设计与数据库系统概论,计算机学院,（05）软件工程,254,21,【招生人数为专业招生总数，非方向人数】,2024,kaoyan.cn,https://www.kaoyan.cn/school/47/major/20467,2024
青海师范大学,青海,085400,电子信息,专硕,FULL_TIME,（1）101思想政治理论  （2）204英语（二）  （3）302数学（二）  （4）924 程序设计与数据库系统概论（C语言程序设计60%，数据库系统概论40%）  复试笔试科目：数据结构；操作系统,计算机学院,,254,30,"拟招总人数30（含推免生4人） 
授予电子信息工程硕士毕业证、学位证",2022,kaoyan.cn,https://www.kaoyan.cn/school/47/major/20467,2022
青海民族大学,青海,083900,网络空间安全,学硕,FULL_TIME,①(101)思想政治理论 ②(201)英语（一） 或 (203)日语 ③(301)数学（一） ④(408)计算机学科专业基础,智能科学与工程学院,（01）信息内容安全,254,22,【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/573/major/20464,2026
青海民族大学,青海,083900,网络空间安全,学硕,FULL_TIME,①(101)思想政治理论 ②(201)英语（一） 或 (203)日语 或 (266)梵文（含40%英语） ③(301)数学（一） ④(821)信息技术基础,智能科学与工程学院,（03）藏语信息处理工程,254,22,具备一定的藏文基础【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/573/major/20464,2026
青海民族大学,青海,083900,网络空间安全,学硕,FULL_TIME,①(101)思想政治理论 ②(201)英语（一） 或 (203)日语 ③(301)数学（一） ④(821)信息技术基础,智能科学与工程学院,（04）蒙古语信息处理工程,254,22,具备一定的蒙古文基础【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/573/major/20464,2026
青海民族大学,青海,083900,网络空间安全,学硕,FULL_TIME,①(101)思想政治理论 ②(201)英语（一） 或 (203)日语 ③(301)数学（一） ④(408)计算机学科专业基础,智能科学与工程学院,（02）网络安全技术与应用,254,22,【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/573/major/20464,2026
青海民族大学,青海,083900,网络空间安全,学硕,FULL_TIME,①(101)思想政治理论 ②(201)英语（一） 或 (203)日语 ③(301)数学（一） ④(408)计算机学科专业基础,智能科学与工程学院,（02）网络安全技术与应用,254,7,【招生人数为专业招生总数，非方向人数】,2025,kaoyan.cn,https://www.kaoyan.cn/school/573/major/20464,2025
青海民族大学,青海,083900,网络空间安全,学硕,FULL_TIME,①(101)思想政治理论 ②(201)英语（一） 或 (203)日语 ③(301)数学（一） ④(408)计算机学科专业基础,智能科学与工程学院,（01）信息内容安全,254,7,【招生人数为专业招生总数，非方向人数】,2025,kaoyan.cn,https://www.kaoyan.cn/school/573/major/20464,2025
青海民族大学,青海,085402,通信工程（含宽带网络、移动通信等）,专硕,FULL_TIME,①(101)思想政治理论 ②(203)日语 或 (204)英语（二） ③(302)数学（二） ④(408)计算机学科专业基础,智能科学与工程学院,（00）暂不区分研究方向,254,9,【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/573/major/20469,2026
青海民族大学,青海,085402,通信工程（含宽带网络、移动通信等）,专硕,FULL_TIME,①(101)思想政治理论 ②(203)日语 或 (204)英语（二） ③(302)数学（二） ④(408)计算机学科专业基础,智能科学与工程学院,（00）暂不区分研究方向,254,10,【招生人数为专业招生总数，非方向人数】,2025,kaoyan.cn,https://www.kaoyan.cn/school/573/major/20469,2025
青海民族大学,青海,085403,集成电路工程,专硕,FULL_TIME,①(101)思想政治理论 ②(203)日语 或 (204)英语（二） ③(302)数学（二） ④(408)计算机学科专业基础,智能科学与工程学院,（00）暂不区分研究方向,254,7,【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/573/major/20470,2026
青海民族大学,青海,085403,集成电路工程,专硕,FULL_TIME,①(101)思想政治理论 ②(203)日语 或 (204)英语（二） ③(302)数学（二） ④(408)计算机学科专业基础,智能科学与工程学院,（00）暂不区分研究方向,254,3,【招生人数为专业招生总数，非方向人数】,2025,kaoyan.cn,https://www.kaoyan.cn/school/573/major/20470,2025
青海民族大学,青海,085410,人工智能,专硕,FULL_TIME,①(101)思想政治理论 ②(203)日语 或 (204)英语（二） ③(302)数学（二） ④(408)计算机学科专业基础,智能科学与工程学院,（00）暂不区分研究方向,254,17,【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/573/major/20477,2026
青海民族大学,青海,085410,人工智能,专硕,FULL_TIME,①(101)思想政治理论 ②(203)日语 或 (204)英语（二） ③(302)数学（二） ④(408)计算机学科专业基础,智能科学与工程学院,（00）暂不区分研究方向,254,16,【招生人数为专业招生总数，非方向人数】,2025,kaoyan.cn,https://www.kaoyan.cn/school/573/major/20477,2025
青海民族大学,青海,085412,网络与信息安全,专硕,FULL_TIME,①(101)思想政治理论 ②(203)日语 或 (204)英语（二） ③(302)数学（二） ④(408)计算机学科专业基础,智能科学与工程学院,（00）暂不区分研究方向,254,12,【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/573/major/20479,2026
青海民族大学,青海,085412,网络与信息安全,专硕,FULL_TIME,①(101)思想政治理论 ②(203)日语 或 (204)英语（二） ③(302)数学（二） ④(408)计算机学科专业基础,智能科学与工程学院,（00）暂不区分研究方向,254,9,【招生人数为专业招生总数，非方向人数】,2025,kaoyan.cn,https://www.kaoyan.cn/school/573/major/20479,2025
青海民族大学,青海,0839Z1,人工智能,学硕,FULL_TIME,①(101)思想政治理论 ②(201)英语（一） 或 (203)日语 ③(301)数学（一） ④(408)计算机学科专业基础,智能科学与工程学院,（00）暂不区分研究方向,254,4,【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/573/major/22431,2026
青海民族大学,青海,0839Z1,人工智能,学硕,FULL_TIME,①(101)思想政治理论 ②(201)英语（一） 或 (203)日语 ③(301)数学（一） ④(408)计算机学科专业基础,智能科学与工程学院,（00）暂不区分研究方向,254,3,【招生人数为专业招生总数，非方向人数】,2025,kaoyan.cn,https://www.kaoyan.cn/school/573/major/22431,2025
广西大学,广西,081200,计算机科学与技术,学硕,FULL_TIME,①(101)思想政治理论 ②(201)英语（一） ③(301)数学（一） ④(408)计算机学科专业基础,计算机与电子信息学院,（00）不区分研究方向,254,56,【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/154/major/20364,2026
广西大学,广西,081200,计算机科学与技术,学硕,FULL_TIME,①(101)思想政治理论 ②(201)英语（一） ③(301)数学（一） ④(828)程序设计与数据结构,计算机与电子信息学院,（00）不区分研究方向,254,60,【招生人数为专业招生总数，非方向人数】,2025,kaoyan.cn,https://www.kaoyan.cn/school/154/major/20364,2025
广西大学,广西,081200,计算机科学与技术,学硕,FULL_TIME,①(101)思想政治理论 ②(201)英语（一） ③(301)数学（一） ④(828)程序设计与数据结构,计算机与电子信息学院,（00）不区分研究方向,254,52,【招生人数为专业招生总数，非方向人数】,2024,kaoyan.cn,https://www.kaoyan.cn/school/154/major/20364,2024
广西大学,广西,081200,计算机科学与技术,学硕,FULL_TIME,①101思想政治理论 ②201英语一 ③301数学一 ④828程序设计与数据结构,计算机与电子信息学院,00不区分研究方向,254,65,,2023,kaoyan.cn,https://www.kaoyan.cn/school/154/major/20364,2023
广西大学,广西,081200,计算机科学与技术,学硕,FULL_TIME,①101|思想政治理论②201|英语（一）③301|数学（一）④828|程序设计与数据结构,计算机与电子信息学院,00 不区分研究方向,254,,,2022,kaoyan.cn,https://www.kaoyan.cn/school/154/major/20364,2022
广西大学,广西,085401,新一代电子信息技术（含量子技术等）,专硕,FULL_TIME,①(101)思想政治理论 ②(204)英语（二） ③(302)数学（二） ④(816)数字电路及信号与系统,计算机与电子信息学院,（00）不区分研究方向,254,29,【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/154/major/20468,2026
广西大学,广西,085401,新一代电子信息技术（含量子技术等）,专硕,FULL_TIME,①(101)思想政治理论 ②(204)英语（二） ③(302)数学（二） ④(816)数字电路及信号与系统,计算机与电子信息学院,（00）不区分研究方向,254,30,【招生人数为专业招生总数，非方向人数】,2025,kaoyan.cn,https://www.kaoyan.cn/school/154/major/20468,2025
广西大学,广西,085401,新一代电子信息技术（含量子技术等）,专硕,FULL_TIME,①(101)思想政治理论 ②(204)英语（二） ③(302)数学（二） ④(816)数字电路及信号与系统,计算机与电子信息学院,（00）不区分研究方向,254,21,【招生人数为专业招生总数，非方向人数】,2024,kaoyan.cn,https://www.kaoyan.cn/school/154/major/20468,2024
广西大学,广西,085401,新一代电子信息技术（含量子技术等）,专硕,FULL_TIME,①101思想政治理论 ②204英语二 ③302数学二 ④816数字电路及信号与系统,计算机与电子信息学院,00不区分研究方向,254,20,,2023,kaoyan.cn,https://www.kaoyan.cn/school/154/major/20468,2023
广西大学,广西,085401,新一代电子信息技术（含量子技术等）,专硕,FULL_TIME,①101|思想政治理论②204|英语(二)③302|数学(二)④816|数字电路及信号与系统,计算机与电子信息学院,00 不区分研究方向,254,,,2022,kaoyan.cn,https://www.kaoyan.cn/school/154/major/20468,2022
广西大学,广西,085402,通信工程（含宽带网络、移动通信等）,专硕,FULL_TIME,①(101)思想政治理论 ②(204)英语（二） ③(302)数学（二） ④(816)数字电路及信号与系统,计算机与电子信息学院,（00）不区分研究方向,254,39,【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/154/major/20469,2026
广西大学,广西,085402,通信工程（含宽带网络、移动通信等）,专硕,FULL_TIME,①(101)思想政治理论 ②(204)英语（二） ③(302)数学（二） ④(816)数字电路及信号与系统,计算机与电子信息学院,（00）不区分研究方向,254,30,【招生人数为专业招生总数，非方向人数】,2025,kaoyan.cn,https://www.kaoyan.cn/school/154/major/20469,2025
广西大学,广西,085402,通信工程（含宽带网络、移动通信等）,专硕,FULL_TIME,①(101)思想政治理论 ②(204)英语（二） ③(302)数学（二） ④(816)数字电路及信号与系统,计算机与电子信息学院,（00）不区分研究方向,254,25,【招生人数为专业招生总数，非方向人数】,2024,kaoyan.cn,https://www.kaoyan.cn/school/154/major/20469,2024
广西大学,广西,085402,通信工程（含宽带网络、移动通信等）,专硕,FULL_TIME,①101思想政治理论 ②204英语二 ③302数学二 ④816数字电路及信号与系统,计算机与电子信息学院,00不区分研究方向,254,20,,2023,kaoyan.cn,https://www.kaoyan.cn/school/154/major/20469,2023
广西大学,广西,085402,通信工程（含宽带网络、移动通信等）,专硕,FULL_TIME,①101|思想政治理论②204|英语(二)③302|数学(二)④816|数字电路及信号与系统,计算机与电子信息学院,00 不区分研究方向,254,,,2022,kaoyan.cn,https://www.kaoyan.cn/school/154/major/20469,2022
广西大学,广西,085403,集成电路工程,专硕,FULL_TIME,①(101)思想政治理论 ②(201)英语（一） ③(302)数学（二） ④(825)电子技术基础（集成电路）,物理科学与工程技术学院,（00）不区分研究方向,254,35,【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/154/major/20470,2026
广西大学,广西,085403,集成电路工程,专硕,FULL_TIME,①(101)思想政治理论 ②(201)英语（一） ③(302)数学（二） ④(824)电子技术基础,物理科学与工程技术学院,（00）不区分方向,254,35,【招生人数为专业招生总数，非方向人数】,2025,kaoyan.cn,https://www.kaoyan.cn/school/154/major/20470,2025
广西大学,广西,085404,计算机技术,专硕,FULL_TIME,①(101)思想政治理论 ②(204)英语（二） ③(302)数学（二） ④(408)计算机学科专业基础,计算机与电子信息学院,（00）不区分研究方向,254,87,【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/154/major/20471,2026
广西大学,广西,085404,计算机技术,专硕,FULL_TIME,①(101)思想政治理论 ②(204)英语（二） ③(302)数学（二） ④(828)程序设计与数据结构,计算机与电子信息学院,（00）不区分研究方向,254,80,【招生人数为专业招生总数，非方向人数】,2025,kaoyan.cn,https://www.kaoyan.cn/school/154/major/20471,2025
广西大学,广西,085404,计算机技术,专硕,FULL_TIME,①(101)思想政治理论 ②(204)英语（二） ③(302)数学（二） ④(828)程序设计与数据结构,计算机与电子信息学院,（00）不区分研究方向,254,71,【招生人数为专业招生总数，非方向人数】,2024,kaoyan.cn,https://www.kaoyan.cn/school/154/major/20471,2024
广西大学,广西,085404,计算机技术,专硕,FULL_TIME,①101思想政治理论 ②204英语二 ③302数学二 ④828程序设计与数据结构,计算机与电子信息学院,00不区分研究方向,254,80,,2023,kaoyan.cn,https://www.kaoyan.cn/school/154/major/20471,2023
广西大学,广西,085404,计算机技术,专硕,FULL_TIME,①101|思想政治理论②204|英语(二)③302|数学(二)④828|程序设计与数据结构,计算机与电子信息学院,00 不区分研究方向,254,,,2022,kaoyan.cn,https://www.kaoyan.cn/school/154/major/20471,2022
广西大学,广西,085406,控制工程,专硕,FULL_TIME,①(101)思想政治理论 ②(204)英语（二） ③(302)数学（二） ④(824)电子技术基础,电气工程学院,（00）不区分研究方向,254,90,【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/154/major/20473,2026
广西大学,广西,085406,控制工程,专硕,FULL_TIME,①(101)思想政治理论 ②(204)英语（二） ③(302)数学（二） ④(824)电子技术基础,电气工程学院,（00）不区分研究方向,254,90,【招生人数为专业招生总数，非方向人数】,2025,kaoyan.cn,https://www.kaoyan.cn/school/154/major/20473,2025
广西大学,广西,085406,控制工程,专硕,FULL_TIME,①(101)思想政治理论 ②(204)英语（二） ③(302)数学（二） ④(824)电子技术基础,电气工程学院,（00）不区分研究方向,254,85,【招生人数为专业招生总数，非方向人数】,2024,kaoyan.cn,https://www.kaoyan.cn/school/154/major/20473,2024
广西大学,广西,085406,控制工程,专硕,FULL_TIME,①101思想政治理论 ②204英语二 ③302数学二 ④824电子技术基础,电气工程学院,00不区分研究方向,254,95,,2023,kaoyan.cn,https://www.kaoyan.cn/school/154/major/20473,2023
广西大学,广西,085406,控制工程,专硕,FULL_TIME,①101|思想政治理论②204|英语(二)③302|数学(二)④824|电子技术基础,电气工程学院,00 不区分研究方向,254,,,2022,kaoyan.cn,https://www.kaoyan.cn/school/154/major/20473,2022
广西大学,广西,085410,人工智能,专硕,FULL_TIME,①(101)思想政治理论 ②(204)英语（二） ③(302)数学（二） ④(408)计算机学科专业基础,计算机与电子信息学院,（00）不区分研究方向,254,67,【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/154/major/20477,2026
广西大学,广西,085410,人工智能,专硕,FULL_TIME,①(101)思想政治理论 ②(204)英语（二） ③(302)数学（二） ④(828)程序设计与数据结构,计算机与电子信息学院,（00）不区分研究方向,254,40,【招生人数为专业招生总数，非方向人数】,2025,kaoyan.cn,https://www.kaoyan.cn/school/154/major/20477,2025
广西大学,广西,085410,人工智能,专硕,FULL_TIME,①(101)思想政治理论 ②(204)英语（二） ③(302)数学（二） ④(828)程序设计与数据结构,计算机与电子信息学院,（00）不区分研究方向,254,37,【招生人数为专业招生总数，非方向人数】,2024,kaoyan.cn,https://www.kaoyan.cn/school/154/major/20477,2024
广西大学,广西,085410,人工智能,专硕,FULL_TIME,①101思想政治理论 ②204英语二 ③302数学二 ④828程序设计与数据结构,计算机与电子信息学院,00不区分研究方向,254,40,,2023,kaoyan.cn,https://www.kaoyan.cn/school/154/major/20477,2023
广西大学,广西,085410,人工智能,专硕,FULL_TIME,①101|思想政治理论②204|英语(二)③302|数学(二)④828|程序设计与数据结构,计算机与电子信息学院,00 不区分研究方向,254,,,2022,kaoyan.cn,https://www.kaoyan.cn/school/154/major/20477,2022
广西大学,广西,085410,人工智能,专硕,PART_TIME,①(101)思想政治理论 ②(204)英语（二） ③(302)数学（二） ④(408)计算机学科专业基础,计算机与电子信息学院,（00）不区分研究方向,254,30,【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/154/major/20477,2026
广西师范大学,广西,081200,计算机科学与技术,学硕,FULL_TIME,①(101)思想政治理论 ②(201)英语（一） ③(301)数学（一） ④(408)计算机学科专业基础,计算机科学与工程学院/软件学院/人工智能学院,（02）大数据处理与机器学习,254,21,【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/510/major/20364,2026
广西师范大学,广西,081200,计算机科学与技术,学硕,FULL_TIME,①(101)思想政治理论 ②(201)英语（一） ③(301)数学（一） ④(408)计算机学科专业基础,计算机科学与工程学院/软件学院/人工智能学院,（05）区块链,254,21,【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/510/major/20364,2026
广西师范大学,广西,081200,计算机科学与技术,学硕,FULL_TIME,①(101)思想政治理论 ②(201)英语（一） ③(301)数学（一） ④(408)计算机学科专业基础,计算机科学与工程学院/软件学院/人工智能学院,（04）图像处理与机器视觉,254,21,【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/510/major/20364,2026
广西师范大学,广西,081200,计算机科学与技术,学硕,FULL_TIME,①(101)思想政治理论 ②(201)英语（一） ③(301)数学（一） ④(408)计算机学科专业基础,计算机科学与工程学院/软件学院/人工智能学院,（01）计算机基础理论,254,21,【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/510/major/20364,2026
广西师范大学,广西,081200,计算机科学与技术,学硕,FULL_TIME,①(101)思想政治理论 ②(201)英语（一） ③(301)数学（一） ④(408)计算机学科专业基础,计算机科学与工程学院/软件学院/人工智能学院,（03）可信计算与数据安全,254,21,【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/510/major/20364,2026
广西师范大学,广西,081200,计算机科学与技术,学硕,FULL_TIME,①(101)思想政治理论 ②(201)英语（一） ③(301)数学（一） ④(408)计算机学科专业基础,计算机科学与工程学院/软件学院/人工智能学院,（06）教育智能,254,21,【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/510/major/20364,2026
广西师范大学,广西,083500,软件工程,学硕,FULL_TIME,①(101)思想政治理论 ②(201)英语（一） ③(302)数学（二） ④(408)计算机学科专业基础,计算机科学与工程学院/软件学院/人工智能学院,（01）数据与软件工程技术,254,40,【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/510/major/20460,2026
广西师范大学,广西,083500,软件工程,学硕,FULL_TIME,①(101)思想政治理论 ②(201)英语（一） ③(302)数学（二） ④(408)计算机学科专业基础,计算机科学与工程学院/软件学院/人工智能学院,（04）领域软件工程,254,40,【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/510/major/20460,2026
广西师范大学,广西,083500,软件工程,学硕,FULL_TIME,①(101)思想政治理论 ②(201)英语（一） ③(302)数学（二） ④(408)计算机学科专业基础,计算机科学与工程学院/软件学院/人工智能学院,（02）软件服务与可信保障技术,254,40,【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/510/major/20460,2026
广西师范大学,广西,083500,软件工程,学硕,FULL_TIME,①(101)思想政治理论 ②(201)英语（一） ③(302)数学（二） ④(408)计算机学科专业基础,计算机科学与工程学院/软件学院/人工智能学院,（03）软件工程理论与方法,254,40,【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/510/major/20460,2026
广西师范大学,广西,085401,新一代电子信息技术（含量子技术等）,专硕,FULL_TIME,①(101)思想政治理论 ②(204)英语（二） ③(302)数学（二） ④(846)电子电路与系统（含信号与系统，模拟电子技,电子与信息工程学院/集成电路学院,（00）不区分研究方向,254,40,【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/510/major/20468,2026
广西师范大学,广西,085401,新一代电子信息技术（含量子技术等）,专硕,FULL_TIME,①(101)思想政治理论 ②(204)英语（二） ③(302)数学（二） ④(846)电子电路与系统,电子与信息工程学院/集成电路学院,（00）不区分研究方向,254,38,【招生人数为专业招生总数，非方向人数】,2025,kaoyan.cn,https://www.kaoyan.cn/school/510/major/20468,2025
广西师范大学,广西,085401,新一代电子信息技术（含量子技术等）,专硕,FULL_TIME,①(101)思想政治理论 ②(204)英语（二） ③(302)数学（二） ④(846)电子电路与系统,电子与信息工程学院/集成电路学院,（00）不区分研究方向,254,37,【招生人数为专业招生总数，非方向人数】,2024,kaoyan.cn,https://www.kaoyan.cn/school/510/major/20468,2024
广西师范大学,广西,085401,新一代电子信息技术（含量子技术等）,专硕,FULL_TIME,①101思想政治理论 ②204英语二 ③302数学二 ④846电子电路与系统（含信号与系统，模拟电子技术）,电子与信息工程学院/集成电路学院,00不区分研究方向,254,40,不招收同等学力考生,2023,kaoyan.cn,https://www.kaoyan.cn/school/510/major/20468,2023
广西师范大学,广西,085402,通信工程（含宽带网络、移动通信等）,专硕,FULL_TIME,①(101)思想政治理论 ②(204)英语（二） ③(302)数学（二） ④(846)电子电路与系统（含信号与系统，模拟电子技,电子与信息工程学院/集成电路学院,（00）不区分研究方向,254,12,【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/510/major/20469,2026
广西师范大学,广西,085402,通信工程（含宽带网络、移动通信等）,专硕,FULL_TIME,①(101)思想政治理论 ②(204)英语（二） ③(302)数学（二） ④(846)电子电路与系统,电子与信息工程学院/集成电路学院,（00）不区分研究方向,254,12,【招生人数为专业招生总数，非方向人数】,2025,kaoyan.cn,https://www.kaoyan.cn/school/510/major/20469,2025
广西师范大学,广西,085402,通信工程（含宽带网络、移动通信等）,专硕,FULL_TIME,①(101)思想政治理论 ②(204)英语（二） ③(302)数学（二） ④(846)电子电路与系统,电子与信息工程学院/集成电路学院,（00）不区分研究方向,254,10,【招生人数为专业招生总数，非方向人数】,2024,kaoyan.cn,https://www.kaoyan.cn/school/510/major/20469,2024
广西师范大学,广西,085402,通信工程（含宽带网络、移动通信等）,专硕,FULL_TIME,①101思想政治理论 ②204英语二 ③302数学二 ④846电子电路与系统（含信号与系统，模拟电子技术）,电子与信息工程学院/集成电路学院,00不区分研究方向,254,12,不招收同等学力考生,2023,kaoyan.cn,https://www.kaoyan.cn/school/510/major/20469,2023
广西师范大学,广西,085403,集成电路工程,专硕,FULL_TIME,①(101)思想政治理论 ②(204)英语（二） ③(302)数学（二） ④(846)电子电路与系统（含信号与系统，模拟电子技,电子与信息工程学院/集成电路学院,（00）不区分研究方向,254,15,【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/510/major/20470,2026
广西师范大学,广西,085403,集成电路工程,专硕,FULL_TIME,①(101)思想政治理论 ②(204)英语（二） ③(302)数学（二） ④(846)电子电路与系统,电子与信息工程学院/集成电路学院,（00）不区分研究方向,254,15,【招生人数为专业招生总数，非方向人数】,2025,kaoyan.cn,https://www.kaoyan.cn/school/510/major/20470,2025
广西师范大学,广西,085403,集成电路工程,专硕,FULL_TIME,①(101)思想政治理论 ②(204)英语（二） ③(302)数学（二） ④(846)电子电路与系统,电子与信息工程学院/集成电路学院,（00）不区分研究方向,254,18,【招生人数为专业招生总数，非方向人数】,2024,kaoyan.cn,https://www.kaoyan.cn/school/510/major/20470,2024
广西师范大学,广西,085403,集成电路工程,专硕,FULL_TIME,①101思想政治理论 ②204英语二 ③302数学二 ④846电子电路与系统（含信号与系统，模拟电子技术）,电子与信息工程学院/集成电路学院,00不区分研究方向,254,15,不招收同等学力考生,2023,kaoyan.cn,https://www.kaoyan.cn/school/510/major/20470,2023
广西师范大学,广西,085404,计算机技术,专硕,FULL_TIME,①(101)思想政治理论 ②(204)英语（二） ③(302)数学（二） ④(408)计算机学科专业基础,计算机科学与工程学院/软件学院/人工智能学院,（00）不区分研究方向,254,25,【招生人数为专业招生总数，非方向人数】,2026,kaoyan.cn,https://www.kaoyan.cn/school/510/major/20471,2026
